serial_timesteps,n_updates,ep_reward_mean,approxkl,explained_variance,true_reward,total_timesteps,fps,time_elapsed,value_loss,clipfrac,policy_loss,policy_entropy,ep_len_mean
59750,239,2.641345384195447,0.005015631,0.955519437789917,0.23608744,5975000,67799,194.65130805969238,0.50520873,0.061664004,-0.001579944,5.1111817,26.07
60000,240,2.3443041755259038,0.01620866,0.9559901654720306,0.2360931,6000000,67939,195.41901278495789,0.52068436,0.1932,0.0049453094,5.1106305,23.61
60250,241,2.360859346669167,0.004955534,0.9244717210531235,0.23548186,6025000,69561,196.1924057006836,0.8789176,0.055996,-0.0008669776,5.109059,26.31
60500,242,3.984498164495453,0.0077569215,0.919024147093296,0.23680158,6050000,68140,196.9680953025818,0.949115,0.098728,0.00068984693,5.106381,33.11
60750,243,2.998310252893716,0.0064605055,0.9624852798879147,0.23793107,6075000,69600,197.72944712638855,0.42545277,0.077716,-0.00021450836,5.1029315,28.48
61000,244,2.785740564968437,0.004784766,0.9498325511813164,0.23768386,6100000,69397,198.4714171886444,0.5722242,0.053336002,-0.0007966732,5.1003523,28.95
61250,245,2.558521514497697,0.0057574217,0.9370030015707016,0.23184772,6125000,69791,199.22034549713135,0.7323681,0.067484,-0.0007250349,5.0983744,26.73
61500,246,4.169358264058828,0.0071054334,0.9045661836862564,0.23758417,6150000,69592,199.97690534591675,1.080164,0.09179999,-0.00053663447,5.0948625,32.72
61750,247,3.400784842390567,0.0038245197,0.9223903268575668,0.23519899,6175000,61704,200.76466155052185,0.88933146,0.0383,-0.00158857,5.090814,31.32
62000,248,3.127452072221786,0.0064478456,0.9337692260742188,0.23826265,6200000,66299,201.567729473114,0.762232,0.080524005,-0.0012308119,5.08708,30.28
62250,249,2.7448708879202606,0.008128559,0.9379444792866707,0.23640414,6225000,67322,202.36479020118713,0.7323254,0.105284,-0.0003165431,5.083962,27.48
62500,250,2.3883420179411767,0.0045380592,0.9280647113919258,0.23697273,6250000,67798,203.12718176841736,0.7892881,0.051108003,-0.00089986325,5.080299,27.47
62750,251,3.0009272052533924,0.006311705,0.9420337192714214,0.23654465,6275000,56213,203.93744564056396,0.6875103,0.080184,-0.0010551439,5.0754943,30.64
63000,252,2.6789084202982485,0.0036209836,0.9065858125686646,0.23508905,6300000,63390,204.81545543670654,1.1258596,0.036772,-0.0008985343,5.072074,28.61
63250,253,3.6024156217835843,0.0036831028,0.9276212081313133,0.23888393,6325000,69138,205.6482059955597,0.82897675,0.03796,-0.0018678181,5.070585,31.82
63500,254,2.93472173910588,0.0033635744,0.9451562315225601,0.23969369,6350000,68731,206.44840216636658,0.6694227,0.031799994,-0.0012309353,5.0694456,30.59
63750,255,2.9884213741123675,0.0059019234,0.9440607614815235,0.23997441,6375000,70288,207.21117162704468,0.64171904,0.07454,-0.0019109057,5.0664206,28.7
64000,256,3.4301810697093607,0.007962996,0.919512927532196,0.23834687,6400000,69568,207.95450091362,0.91917545,0.10525999,-0.0002715183,5.0620747,30.19
64250,257,2.454451032578945,0.0078479415,0.9519233852624893,0.24497835,6425000,70956,208.7232105731964,0.56435186,0.102376,0.00021373604,5.0601606,25.55
64500,258,3.437840152569115,0.007959961,0.8810833320021629,0.23608828,6450000,70479,209.46502017974854,1.3555114,0.101100005,0.0011459098,5.0600805,32.34
64750,259,3.8980525166727604,0.0033429698,0.9105844721198082,0.23893347,6475000,55503,210.20539212226868,1.0079232,0.035176,-0.0013191061,5.0598497,34.73
65000,260,2.5254662629961966,0.005265124,0.9124793782830238,0.23783696,6500000,67397,211.05891370773315,0.97046804,0.06308401,-0.0011591172,5.058901,28.17
65250,261,3.1011832825280727,0.007789891,0.9290277883410454,0.23848182,6525000,59581,211.87609386444092,0.75839245,0.097895995,-0.0003914483,5.054208,32.42
65500,262,2.4573040952533485,0.006141116,0.9331085532903671,0.24101533,6550000,65434,212.74416399002075,0.7605055,0.07426399,0.00048710592,5.049394,29.59
65750,263,4.060019831769169,0.007123273,0.9099650979042053,0.23868686,6575000,69316,213.5461654663086,1.0448011,0.089968,-0.00047953433,5.046234,35.61
66000,264,2.9616082296334207,0.0033326335,0.9272822737693787,0.24220066,6600000,69290,214.3387508392334,0.85620195,0.031004,-0.0011565789,5.043766,31.94
66250,265,4.043861708641052,0.005285957,0.9251659214496613,0.23962872,6625000,68792,215.08293533325195,0.88116777,0.063752,-0.0005647756,5.0407043,35.35
66500,266,4.354538070857525,0.0039811456,0.9185701757669449,0.23832473,6650000,68482,215.84192872047424,0.9539628,0.042516004,-0.0011799689,5.036999,37.02
66750,267,3.3974272304400803,0.0055356002,0.9453871846199036,0.24143708,6675000,70967,216.60133504867554,0.63222873,0.066776,-7.3038485e-05,5.0336905,33.02
67000,268,3.5464496847614644,0.0058711274,0.9425075314939022,0.241966,6700000,64406,217.34547543525696,0.6774162,0.07381199,-0.00223087,5.031145,33.67
67250,269,3.984490691162646,0.004316612,0.940777525305748,0.2434151,6725000,66720,218.15750098228455,0.7013455,0.045996003,-0.0016979665,5.0295534,34.95
67500,270,3.299494417719543,0.008297836,0.9333532825112343,0.24119332,6750000,70426,218.95324087142944,0.7743718,0.10046001,0.00010385587,5.028472,33.04
67750,271,3.6293732608109712,0.006598545,0.9485512152314186,0.24341567,6775000,68901,219.70726680755615,0.61960995,0.08308001,-0.0001254637,5.024903,34.21
68000,272,3.1659639806300404,0.004229626,0.9558533579111099,0.24427631,6800000,69387,220.45467281341553,0.51987326,0.044843998,-0.0015557319,5.020587,32.68
68250,273,3.3704137751087546,0.004560226,0.9014234617352486,0.24112666,6825000,71342,221.21233701705933,1.1414218,0.051648,-0.0016690384,5.0173936,33.68
68500,274,2.650054490529001,0.008931728,0.9424914009869099,0.24244542,6850000,68867,221.9853856563568,0.653264,0.116244,-0.0011169815,5.0124254,30.5
68750,275,4.8471758256480095,0.0065796697,0.9334739372134209,0.24291632,6875000,70473,222.74583888053894,0.796381,0.07986,0.00047713114,5.008097,38.12
69000,276,3.641205386817455,0.011019213,0.9378558360040188,0.24396995,6900000,70894,223.49345016479492,0.7399808,0.13852401,0.0006944727,5.0040884,33.95
69250,277,3.0362649074196817,0.005581863,0.942564383149147,0.24383436,6925000,70117,224.23329782485962,0.6761119,0.062175997,-0.0010816192,4.9993043,31.39
69500,278,2.697959835771471,0.0046968735,0.9583100043237209,0.2434793,6950000,70842,224.9840989112854,0.4860494,0.050015997,-0.0015669425,4.994626,30.24
69750,279,2.9785106018558145,0.0073622516,0.9548088237643242,0.24414863,6975000,68150,225.7629201412201,0.5286177,0.099824004,-0.0007417103,4.9910917,30.11
70000,280,1.9016037081182002,0.004761231,0.971882451325655,0.24664257,7000000,70222,226.5238070487976,0.34253457,0.05442,-0.00055033684,4.988576,24.8
70250,281,1.8876596201770008,0.007688989,0.9610933884978294,0.24486043,7025000,69247,227.27570629119873,0.49011785,0.096596,0.0007991801,4.9860773,24.28
70500,282,2.173856135327369,0.016696952,0.959413904696703,0.24482347,7050000,68260,228.04199957847595,0.5068417,0.18952401,0.0053526503,4.982892,26.94
70750,283,2.231736789904535,0.007202027,0.9706347063183784,0.24561922,7075000,68763,228.8177318572998,0.36589277,0.090091996,0.0007537835,4.9804883,27.36
71000,284,2.344958274643868,0.0068157865,0.9577577598392963,0.24388781,7100000,69419,229.581618309021,0.51522046,0.086272,-0.0008866161,4.9791765,27.98
71250,285,2.8003767837397753,0.0077005066,0.9463291987776756,0.24352746,7125000,69316,230.34271454811096,0.63929474,0.102648,-0.000371898,4.9768596,29.85
71500,286,1.8266349043510854,0.0095170075,0.9730776250362396,0.24502619,7150000,69363,231.10023403167725,0.3322101,0.124795996,0.001583136,4.9753013,25.01
71750,287,2.642635240070522,0.0075459043,0.962994884699583,0.24539426,7175000,69454,231.8515923023224,0.4452812,0.092999995,-1.5002443e-06,4.973608,30.16
72000,288,2.541136002819985,0.010543249,0.965872086584568,0.24721679,7200000,70408,232.6054515838623,0.41937032,0.13720001,0.0014592031,4.971608,30.34
72250,289,2.733090225793421,0.007275707,0.968818562105298,0.24779168,7225000,63253,233.37471079826355,0.3758994,0.094512,-0.00056195504,4.9709477,31.21
72500,290,3.136546280961484,0.0058498303,0.9550296477973461,0.24393772,7250000,66367,234.17015504837036,0.575257,0.06778,-0.00023361854,4.9692507,32.23
72750,291,3.7167225853726267,0.0051895073,0.9498572833836079,0.24407977,7275000,69827,234.94114756584167,0.6097973,0.061416,-0.001267869,4.966785,35.43
73000,292,3.042564888857305,0.0040965835,0.9413101524114609,0.24441078,7300000,69159,235.7010726928711,0.72488934,0.045023996,-0.0015683448,4.9639964,32.15
73250,293,2.2235462052375077,0.014791136,0.9622886180877686,0.24616861,7325000,70302,236.44990849494934,0.50903505,0.16964802,0.0038835122,4.9598684,28.22
73500,294,3.116875809635967,0.004507322,0.9595391564071178,0.2503432,7350000,68165,237.2023355960846,0.50892705,0.050124,-5.8743542e-05,4.956438,31.53
73750,295,2.9028171743825077,0.007268642,0.9567954614758492,0.24846283,7375000,70378,237.9562268257141,0.5357253,0.093768,0.0010387326,4.9519625,31.5
74000,296,2.7316830064356328,0.0047023483,0.9757755398750305,0.24706483,7400000,68815,238.73160123825073,0.29273477,0.055019997,-0.0011696046,4.947954,30.59
74250,297,2.580701230149716,0.004084198,0.9480639733374119,0.24582717,7425000,69604,239.4951310157776,0.6240083,0.043307997,-0.0009860906,4.944951,28.69
74500,298,3.657653560191393,0.005202873,0.9488320462405682,0.24669462,7450000,70705,240.25489044189453,0.6053908,0.063572004,-0.0017576327,4.9422994,33.58
74750,299,1.884106761943549,0.011406748,0.9651418812572956,0.24879949,7475000,68061,240.99403834342957,0.44204125,0.151048,0.000691836,4.9407725,25.83
75000,300,2.9633148153685034,0.008354712,0.9646639488637447,0.24838327,7500000,67588,241.75703024864197,0.44171333,0.10897199,0.000596384,4.939494,30.77
75250,301,2.6848595756664873,0.005909047,0.9530944265425205,0.24916834,7525000,68234,242.52253913879395,0.57073987,0.073224,-0.00084086164,4.9354043,30.25
75500,302,2.499688135739416,0.0073680105,0.9656312577426434,0.24792746,7550000,62676,243.28284621238708,0.4205784,0.09787999,-0.0005289411,4.9319854,28.97
75750,303,2.7860487045161424,0.008971481,0.946137648075819,0.24426483,7575000,58989,244.125394821167,0.6502098,0.111832,0.0023550112,4.928712,31.06
76000,304,2.533143219947815,0.03465334,0.9648053832352161,0.24770078,7600000,71178,244.94898986816406,0.44497862,0.26830402,0.013315615,4.9261966,29.76
76250,305,3.4787642068229614,0.0068382835,0.9580545425415039,0.24444012,7625000,69634,245.7168436050415,0.5117792,0.07876401,0.00033464323,4.9246645,33.22
76500,306,2.2132911534421145,0.008809337,0.9614868052303791,0.2465606,7650000,69611,246.46581959724426,0.47260347,0.109724,0.0004979225,4.9203367,28.3
76750,307,2.3962841145321727,0.005390388,0.9656302407383919,0.24587564,7675000,70350,247.2251935005188,0.4209074,0.065372005,2.587249e-05,4.9141474,28.21
77000,308,2.9279794201999905,0.007643501,0.957314033061266,0.2491305,7700000,69892,247.97582125663757,0.52356994,0.09828399,-0.0021606642,4.9074454,29.8
77250,309,2.847326209805906,0.0065866346,0.9624056331813335,0.24830744,7725000,70523,248.72484731674194,0.4420395,0.084348,-0.0012004657,4.896667,31.79
77500,310,3.3268879263289275,0.00811003,0.9643945582211018,0.2523242,7750000,70148,249.46476674079895,0.43862152,0.10076,0.0006561773,4.88938,33.28
77750,311,4.473760484028608,0.005343411,0.9492423981428146,0.25020942,7775000,70973,250.21279311180115,0.62290126,0.061312,-0.0010759943,4.885247,37.44
78000,312,3.325238523874432,0.008363604,0.9475327990949154,0.24675547,7800000,70232,250.96449828147888,0.6418378,0.108168006,-0.00030803875,4.882123,34.33
78250,313,2.472928428929299,0.006360989,0.9691644627600908,0.24885654,7825000,70943,251.703537940979,0.37636837,0.076152,-0.00015296022,4.879082,29.43
78500,314,3.6761036572791634,0.008775786,0.9649575240910053,0.2485618,7850000,70831,252.4631962776184,0.4382933,0.115748,-0.0012541575,4.873844,32.64
78750,315,2.1158794190734627,0.0052643465,0.9749241545796394,0.24962033,7875000,69083,253.20939540863037,0.32983136,0.066428006,-0.0015286768,4.868514,27.42
79000,316,2.6863328876160084,0.024626438,0.9714530650526285,0.24785052,7900000,70313,253.95919942855835,0.38304156,0.256232,0.007127802,4.8645186,30.83
79250,317,2.9027872500382363,0.013317983,0.9561098739504814,0.24906667,7925000,67396,254.71617531776428,0.5588399,0.156424,0.0038028348,4.8631425,31.43
79500,318,2.504898722562939,0.00789157,0.9706899803131819,0.2481941,7950000,69517,255.50312972068787,0.3732857,0.095328,0.001052531,4.862785,29.56
79750,319,2.5930248612351714,0.0075903446,0.9711286928504705,0.24897598,7975000,69324,256.260413646698,0.3658197,0.092176,0.00039943092,4.862237,30.44
80000,320,2.151830970328301,0.006565592,0.9768282193690538,0.2494463,8000000,67478,257.01224756240845,0.28966522,0.079144,-0.00016512114,4.8600984,28.1
80250,321,2.553079666364938,0.01774335,0.9761881176382303,0.24782236,8025000,69566,257.77654004096985,0.31239146,0.171644,0.007145488,4.856374,29.82
80500,322,2.311342657133937,0.0069690854,0.9688370637595654,0.24915901,8050000,70916,258.52355909347534,0.40866858,0.087484,-0.00015436966,4.853265,28.65
80750,323,2.5843664569407703,0.008142994,0.9590913578867912,0.2505157,8075000,67060,259.2711606025696,0.52047145,0.10058,0.0012113967,4.8513412,30.86
81000,324,3.784320046119392,0.005558258,0.9480758868157864,0.25134516,8100000,68028,260.0479302406311,0.68211937,0.06836401,0.00013283377,4.8504515,36.2
81250,325,3.2004158729873597,0.007618566,0.9548130109906197,0.25052288,8125000,69517,260.8261902332306,0.5569556,0.100811996,-0.00058035465,4.850076,33.64
81500,326,4.081437449771911,0.011050543,0.9582471027970314,0.25192258,8150000,68301,261.59155917167664,0.539469,0.137096,0.0033682429,4.849942,37.21
81750,327,5.145965482741595,0.004869904,0.937130406498909,0.25172502,8175000,70757,262.348646402359,0.7987494,0.056879997,-0.0010090958,4.8500338,40.97
82000,328,3.6344480145163836,0.02016044,0.9683773852884769,0.25172612,8200000,70805,263.08650612831116,0.39815193,0.22263198,0.009320631,4.8484435,36.02
82250,329,3.6122263095900418,0.008866454,0.9649316780269146,0.25143087,8225000,64183,263.8516674041748,0.42385155,0.10591201,0.0014726378,4.8452663,36.09
82500,330,3.869519547317177,0.011677062,0.9620294831693172,0.25497076,8250000,68985,264.6789982318878,0.47475082,0.14382002,0.00029000308,4.8411875,37.1
82750,331,3.819205140117556,0.0044808653,0.9613469392061234,0.25294662,8275000,68110,265.472891330719,0.48250112,0.048856,-0.0007590359,4.839903,36.76
83000,332,3.776630108002573,0.006479863,0.9642162434756756,0.2527667,8300000,67628,266.2380108833313,0.44958383,0.081576005,-0.0011366826,4.837543,35.77
83250,333,3.474101421535015,0.0024750906,0.9596059285104275,0.25136802,8325000,69047,266.9976682662964,0.49318045,0.016572,-0.0012510838,4.833968,35.47
83500,334,4.348582661859691,0.0069131637,0.9182400405406952,0.25101584,8350000,69510,267.7437460422516,1.0248104,0.088528,-0.0021884062,4.8314176,35.89
83750,335,2.486818578727543,0.005829092,0.9885677443817258,0.25404587,8375000,70589,268.4906277656555,0.1536651,0.072468005,0.0008690703,4.8307967,31.83
84000,336,3.7325311610475183,0.0067000464,0.9640666916966438,0.25186566,8400000,69906,269.2662136554718,0.44855362,0.07918,-0.0020527698,4.828715,36.0
84250,337,3.8330721020884813,0.0062584607,0.9689255226403475,0.2548519,8425000,70541,270.021648645401,0.38619372,0.07814,-0.00037750407,4.8238425,36.68
84500,338,3.2235618309304117,0.004958716,0.9566521868109703,0.25279278,8450000,68981,270.75996565818787,0.5453779,0.056864,-0.0012173748,4.818649,34.34
84750,339,3.371791081055999,0.003399353,0.9599369838833809,0.25239724,8475000,69462,271.50772404670715,0.49147528,0.031272,-0.000988574,4.812975,35.14
85000,340,3.7287537188827993,0.0054551815,0.9693525601178408,0.25552928,8500000,70209,272.25311517715454,0.38251644,0.066716,-0.00137859,4.809186,36.81
85250,341,3.3342081889137627,0.0060995384,0.9665364809334278,0.25428605,8525000,68252,273.0462372303009,0.41212577,0.075056,-0.002350098,4.806212,34.91
85500,342,3.392100318428129,0.007683522,0.9764752984046936,0.25292584,8550000,66815,273.8626594543457,0.28749388,0.09576,0.00043523303,4.8029556,34.97
85750,343,4.602268905881792,0.0090015475,0.9383482709527016,0.2521139,8575000,68143,274.6339621543884,0.7625618,0.115668,0.00017950221,4.80091,39.37
86000,344,4.702368581481278,0.008024816,0.940000344067812,0.2531278,8600000,70602,275.4289405345917,0.74221957,0.103276,-0.00021311342,4.798508,39.09
86250,345,3.705888913553208,0.008858144,0.9612050168216228,0.25263086,8625000,69003,276.1697962284088,0.48293442,0.111624,-3.7539146e-05,4.794946,36.0
86500,346,4.014743023887276,0.00743731,0.9503156505525112,0.25192618,8650000,71200,276.9161229133606,0.6143131,0.09701601,-0.0019125214,4.7923098,36.27
86750,347,3.036246122196317,0.0067536635,0.9698348566889763,0.2500151,8675000,67215,277.6571683883667,0.39448828,0.072252,0.0008530989,4.7891855,32.96
87000,348,2.7562714483588935,0.0063014715,0.9840268194675446,0.25315115,8700000,68411,278.4195809364319,0.20534416,0.07216801,0.0018216434,4.7874193,32.15
87250,349,3.6782060924731197,0.0031610443,0.9751026779413223,0.2512905,8725000,68190,279.17989349365234,0.297722,0.027875999,-0.002010518,4.7849083,35.66
87500,350,3.6747755237855015,0.004730626,0.9522672928869724,0.25138846,8750000,67314,279.93477725982666,0.595663,0.05204,-0.00094191066,4.778523,35.23
87750,351,3.0189372368715706,0.0036533116,0.9841437172144651,0.25252602,8775000,69615,280.69875836372375,0.20479336,0.037464,-0.0013641042,4.771699,33.09
88000,352,3.7622217171639205,0.005890489,0.9622430950403214,0.25382552,8800000,70615,281.4460697174072,0.469244,0.071995996,-0.0018614677,4.7661953,35.81
88250,353,3.1898689259774984,0.008884748,0.9789365343749523,0.25440466,8825000,70665,282.18555665016174,0.27053204,0.112016,0.00045858324,4.7616706,34.39
88500,354,3.098655895795673,0.0073363804,0.9720652457326651,0.25483894,8850000,67740,282.9249005317688,0.34227103,0.09596799,-0.00053552014,4.758792,34.16
88750,355,3.6182212930172684,0.00702753,0.9781841672956944,0.25586239,8875000,68328,283.6753740310669,0.27832288,0.083220005,-0.00085586106,4.7563176,35.96
89000,356,4.714390615187585,0.007572501,0.9514974169433117,0.25533307,8900000,69452,284.42689514160156,0.61094433,0.097931996,-0.00086679385,4.75257,39.12
89250,357,3.5446340959332883,0.004655144,0.9764617141336203,0.25464186,8925000,68590,285.18017983436584,0.29152924,0.052168,-0.0014341993,4.7496247,36.49
89500,358,3.9935232477262614,0.0049900515,0.9663606621325016,0.25192264,8950000,69794,285.932080745697,0.4239176,0.055864,6.139889e-05,4.748279,37.49
89750,359,4.860382524300366,0.0121444985,0.949781246483326,0.25283977,8975000,67351,286.6691710948944,0.66314805,0.13697201,0.0037258219,4.7468333,40.43
90000,360,3.7122556514106693,0.010540779,0.9460755698382854,0.25346327,9000000,70032,287.42445254325867,0.69233644,0.12628801,0.0022178486,4.7457023,36.5
90250,361,3.59112015934661,0.009032269,0.9708262961357832,0.25432166,9025000,55677,288.2276027202606,0.37618762,0.110868,0.0020163557,4.7450438,36.2
90500,362,4.3419395276717845,0.00926138,0.9584114626049995,0.2552056,9050000,50270,289.0954966545105,0.53131497,0.11206399,0.0017713346,4.7442255,38.67
90750,363,4.735198026318103,0.007831994,0.9633696340024471,0.25392166,9075000,65145,290.03298449516296,0.4593214,0.10222,0.00032289658,4.740858,39.98
91000,364,3.970493095591664,0.009423537,0.9585569426417351,0.2558606,9100000,69115,290.82459688186646,0.5455413,0.12656,0.00037051842,4.735705,36.25
91250,365,4.9398508073017,0.006426625,0.9603417553007603,0.25445753,9125000,66355,291.59504532814026,0.50337726,0.081436,-0.0008874234,4.731553,40.24
91500,366,3.8513725261949,0.0110764,0.9653076753020287,0.25609374,9150000,69640,292.3716688156128,0.44976217,0.14304401,0.00091930124,4.727252,37.14
91750,367,4.296183821614831,0.009839626,0.9683878421783447,0.25333393,9175000,63848,293.13226342201233,0.3972237,0.120188,0.0020442773,4.7238474,38.25
92000,368,2.9222266603261233,0.00334991,0.9867618475109339,0.25697592,9200000,69260,293.9111478328705,0.16516678,0.034436,0.00033352914,4.720276,33.38
92250,369,2.8753527914732695,0.010488825,0.9779831934720278,0.25432837,9225000,69836,294.67598271369934,0.28631997,0.12974401,0.0025496455,4.717494,32.09
92500,370,2.990001205988228,0.005753097,0.9788988586515188,0.25548428,9250000,68657,295.4375810623169,0.26218823,0.070052005,-0.0006823074,4.7159233,32.47
92750,371,3.0144999139010906,0.013677627,0.9787716325372458,0.25659648,9275000,68736,296.20406913757324,0.26484355,0.172576,0.0018275797,4.7125564,33.03
93000,372,2.915721886884421,0.018663619,0.9797576032578945,0.2565034,9300000,67780,296.99610710144043,0.25995818,0.206032,0.007862315,4.7087817,33.01
93250,373,4.0203577908314765,0.006116655,0.9541360847651958,0.25530416,9325000,68195,297.7579896450043,0.5981208,0.073952004,-0.0007459357,4.7063494,37.41
93500,374,4.571879995521158,0.010815075,0.9516438990831375,0.25441155,9350000,57574,298.5217001438141,0.64122146,0.113344,0.003206042,4.704833,39.13
93750,375,3.7700483190640806,0.013192469,0.9663619659841061,0.25777948,9375000,70412,299.3505177497864,0.444493,0.14950001,0.004230677,4.7029457,36.01
94000,376,3.888370704036206,0.0072661713,0.973901679739356,0.25728333,9400000,60926,300.1100552082062,0.3404499,0.095896006,0.000799937,4.7004523,36.44
94250,377,3.38805736316368,0.008176562,0.9810502454638481,0.25677004,9425000,68932,300.9262683391571,0.24655119,0.102976,0.00057387666,4.697715,35.43
94500,378,3.6111443286575375,0.0111428015,0.9783639945089817,0.25629708,9450000,68540,301.72862219810486,0.27637768,0.1401,0.002883971,4.6947308,35.39
94750,379,3.5359945143014193,0.008079443,0.9741314426064491,0.25421447,9475000,70416,302.4908425807953,0.34866935,0.110572,-0.0011415625,4.692247,35.38
95000,380,3.36914496185258,0.009014721,0.9738908745348454,0.25622058,9500000,66060,303.2439785003662,0.3290644,0.12041201,-0.0006052641,4.692309,33.95
95250,381,4.13446042092517,0.011114965,0.964873444288969,0.25634512,9525000,70553,304.01157999038696,0.4505361,0.145512,0.0006258681,4.694326,36.32
95500,382,3.143530993014574,0.013202091,0.9585977345705032,0.25325525,9550000,68569,304.7485828399658,0.58834857,0.16415599,0.0034896075,4.6956573,32.7
95750,383,3.0609332862496377,0.008088278,0.9740340895950794,0.25580308,9575000,69875,305.51076006889343,0.35426483,0.10666399,0.0013619299,4.6962957,33.02
96000,384,3.3269017787091433,0.00917183,0.9812995214015245,0.25556594,9600000,68232,306.24969816207886,0.24455032,0.112824,0.000842995,4.6955,34.32
96250,385,4.525959551203996,0.0048560575,0.979225430637598,0.2588822,9625000,68316,307.00844168663025,0.2691918,0.056148004,-0.0005902701,4.694119,38.23
96500,386,3.454018678944558,0.0063938214,0.9859397551044822,0.25833395,9650000,68908,307.76464438438416,0.17836998,0.082316004,1.6716798e-05,4.6912966,35.09
96750,387,3.3348377973772587,0.008576621,0.9781175237149,0.25390655,9675000,70625,308.52203345298767,0.27981517,0.102836,-0.0003522307,4.687191,33.8
97000,388,3.7628566611371936,0.0077797608,0.9735231641680002,0.2555909,9700000,70464,309.27711510658264,0.33615226,0.10288,-8.091328e-05,4.68337,36.38
97250,389,3.5384831563942134,0.010741358,0.9647688269615173,0.25610495,9725000,69916,310.0261421203613,0.46575323,0.14455602,0.00046310638,4.679136,35.5
97500,390,4.101539269201457,0.005558278,0.9630163758993149,0.2537723,9750000,69990,310.7843396663666,0.4813641,0.066752,-0.0013008049,4.6757383,36.88
97750,391,3.2778340960480272,0.0044274717,0.9667283408343792,0.2554675,9775000,69886,311.5360097885132,0.44571304,0.051808,-0.0014027667,4.6732016,33.55
98000,392,3.1390456068515777,0.0039421585,0.9846160896122456,0.2553931,9800000,67522,312.31528306007385,0.2042185,0.040363997,-0.0023631875,4.6701064,34.15
98250,393,3.328052070084959,0.028455773,0.9781867191195488,0.25839975,9825000,69433,313.07888436317444,0.2896759,0.302384,0.00919828,4.665633,34.58
98500,394,3.096223045140505,0.010790034,0.9744566138833761,0.25557816,9850000,71154,313.82797837257385,0.33834732,0.142512,0.00096306513,4.6623087,33.16
98750,395,2.608827427085489,0.008871501,0.9782631434500217,0.25700098,9875000,70147,314.5653758049011,0.28934178,0.117568,-0.00023774998,4.658714,31.4
99000,396,3.4704619604721665,0.005903223,0.9622763358056545,0.25699174,9900000,69877,315.31483459472656,0.49703455,0.07312401,-0.0021805253,4.6532354,33.91
99250,397,3.265095797609538,0.007971999,0.9811609517782927,0.25859147,9925000,70463,316.0695514678955,0.25075167,0.109280005,-0.0016975075,4.6477795,34.52
99500,398,2.987846723124385,0.012166298,0.9796112291514874,0.25680372,9950000,70468,316.80989122390747,0.2688513,0.161696,0.0016649279,4.643593,32.61
99750,399,2.9476758204959332,0.018755952,0.9849598510190845,0.26037517,9975000,68582,317.565203666687,0.20915742,0.218416,0.0016696306,4.6413937,32.17
100000,400,2.572283854857087,0.006480275,0.9904245194047689,0.2586964,10000000,70866,318.3229718208313,0.1271453,0.08056,-0.0017822627,4.6388197,31.36
100250,401,3.8363724227435885,0.014312128,0.9738456252962351,0.2585187,10025000,69418,319.06260347366333,0.35265833,0.18449602,0.0017810051,4.6340995,36.82
100500,402,4.543923731390387,0.009098506,0.9777362998574972,0.26040614,10050000,67066,319.82053112983704,0.29173374,0.118496016,0.00067889725,4.628736,39.01
100750,403,3.244528580214828,0.0071397275,0.9868355132639408,0.2582001,10075000,70376,320.58296251296997,0.17186648,0.09441599,-0.0012822673,4.6224403,34.24
101000,404,3.291019243504852,0.016840864,0.9809699729084969,0.25835368,10100000,69366,321.34323740005493,0.2499953,0.2056,0.0026485412,4.617437,34.05
101250,405,2.7164132181182503,0.016054127,0.9899944392964244,0.25727507,10125000,68198,322.0967299938202,0.13039443,0.186148,0.0071151108,4.6139135,31.86
101500,406,3.6896653579734267,0.009530426,0.983130618929863,0.25749084,10150000,68009,322.85852003097534,0.22374699,0.127968,-0.000247416,4.6102204,36.07
101750,407,4.169884069897234,0.010690336,0.9798365850001574,0.25997922,10175000,68443,323.62481570243835,0.27144456,0.127804,0.0020066677,4.606579,37.81
102000,408,2.7961511492729185,0.010968103,0.9887077203020453,0.25961676,10200000,69673,324.4043765068054,0.14953522,0.134488,0.0018787335,4.602254,32.88
102250,409,3.171721375081688,0.0064671366,0.9777017161250114,0.2572118,10225000,71259,325.14991784095764,0.2870607,0.077396,-0.0011196801,4.5970993,33.18
102500,410,3.4407969307340682,0.0109349415,0.983440725132823,0.25761,10250000,68381,325.93276739120483,0.21752493,0.143112,0.0010941769,4.592746,34.78
102750,411,2.9369135264493527,0.0145605635,0.9811318535357714,0.2584297,10275000,69407,326.72783970832825,0.25059897,0.18081601,0.0048225666,4.5883574,33.17
103000,412,2.9472519433498383,0.0028336053,0.9895224310457706,0.2587309,10300000,71120,327.4775331020355,0.13763876,0.022544,-0.0010267308,4.5849633,33.28
103250,413,3.811755670197308,0.01032607,0.98361437022686,0.26090115,10325000,67381,328.21004986763,0.25380725,0.13158,0.0005443761,4.581567,36.6
103500,414,3.921575807109475,0.0066148816,0.9805998932570219,0.25877672,10350000,69979,328.9881548881531,0.25106043,0.084680006,0.00043139793,4.5793686,36.15
103750,415,3.351068824827671,0.0085921,0.9844254935160279,0.2594414,10375000,66728,329.7349328994751,0.20098364,0.10823999,0.0016588634,4.5792065,35.15
104000,416,4.03765929678455,0.0046455814,0.981506273150444,0.2577233,10400000,68252,330.5115158557892,0.25070035,0.053779997,-0.00075134495,4.5781918,36.48
