time_elapsed,explained_variance,fps,true_reward,policy_loss,policy_entropy,approxkl,ep_len_mean,value_loss,n_updates,serial_timesteps,ep_reward_mean,total_timesteps,clipfrac
95.09574031829834,0.8856261596083641,55192,0.029734656,-0.0015624559,1.8666413,0.004602913,232.69,0.7085144,105,26250,8.202021154878,2625000,0.050432004
95.89384078979492,0.879535399377346,54690,0.03172373,-0.0010573773,1.8623273,0.0033479382,239.64,0.62692887,106,26500,8.648918189498465,2650000,0.029628
96.68652153015137,0.90291328728199,50178,0.036269996,-0.001910798,1.8575516,0.0030216072,237.45,0.5812615,107,26750,9.845088170560878,2675000,0.026048
97.51002526283264,0.9234083518385887,45230,0.034650154,-0.0015352407,1.8502668,0.003636754,243.76,0.4290265,108,27000,8.963395032171647,2700000,0.034508
98.39848732948303,0.8918960765004158,56174,0.034573883,-0.0015598756,1.8456011,0.004970723,238.65,0.60892195,109,27250,9.286925838842256,2725000,0.056600004
99.17061924934387,0.9061598628759384,54989,0.030741235,-0.0014695944,1.8473613,0.0036450736,243.97,0.4378429,110,27500,8.09621098590291,2750000,0.034159996
99.95932650566101,0.9201028719544411,54415,0.034075387,-0.0011745224,1.8472122,0.0041516465,239.9,0.5248802,111,27750,8.795679222148065,2775000,0.045948
100.77759051322937,0.9171529933810234,55895,0.04198034,-0.00078265666,1.8448801,0.005055795,240.51,0.5510906,112,28000,10.937081533931769,2800000,0.059896
101.57800197601318,0.920857734978199,54579,0.034906585,-0.0012480632,1.8430979,0.004790044,245.87,0.3857192,113,28250,9.019832608235138,2825000,0.052539997
102.3876895904541,0.8529261499643326,40911,0.03435999,-0.0017756717,1.841602,0.0044387085,243.34,0.61347646,114,28500,9.197404516896572,2850000,0.045603998
103.34037899971008,0.9024744480848312,57651,0.035782613,-0.0023345943,1.8402437,0.005520966,247.89,0.36030015,115,28750,8.966317379280026,2875000,0.065735996
104.1268482208252,0.8676433265209198,57416,0.035482984,-0.0014563856,1.8368797,0.0048559927,247.42,0.5163503,116,29000,9.187410353689401,2900000,0.053875994
104.91521692276001,0.8469135612249374,55188,0.03168748,-0.0016555123,1.8351511,0.0031160074,235.63,0.82540864,117,29250,8.807488840119374,2925000,0.0275
105.72473764419556,0.9026958867907524,55599,0.03463157,-0.001738692,1.8336941,0.004635866,239.75,0.5776192,118,29500,9.169368294060183,2950000,0.049795996
106.52385759353638,0.8302271664142609,57283,0.030652154,-0.00200797,1.8310738,0.0050543444,238.3,0.8022626,119,29750,8.668037457550286,2975000,0.05876
107.31561350822449,0.9304182827472687,52748,0.030658841,-0.00243954,1.8321502,0.0036816741,237.71,0.45287234,120,30000,8.292251814331616,3000000,0.036376
108.1376850605011,0.8796980157494545,56246,0.03431504,-0.001377319,1.8315961,0.006138772,237.97,0.67022943,121,30250,9.20939012845252,3025000,0.077080004
108.9321961402893,0.8529188930988312,50720,0.039072838,-0.0012727119,1.8280036,0.004231574,248.0,0.57067746,122,30500,9.911321016149632,3050000,0.043668
109.78374457359314,0.8796848654747009,40354,0.035915714,-0.0017064676,1.8233597,0.0053977836,242.88,0.5682126,123,30750,9.237242253796767,3075000,0.065292
110.74632358551025,0.9239105582237244,56839,0.03553092,-0.0017632616,1.8225132,0.0032300581,233.38,0.60485566,124,31000,9.607217991069879,3100000,0.029436002
111.5511486530304,0.8752992376685143,54720,0.03458384,-0.002301063,1.8223963,0.0033817075,245.51,0.45688042,125,31250,8.931508558768138,3125000,0.03152
112.36074805259705,0.8808154687285423,55743,0.034226183,-0.0015910564,1.8220812,0.0036087646,243.4,0.50040627,126,31500,8.629854733247164,3150000,0.036884002
113.1634955406189,0.8914593383669853,48470,0.0343552,-0.0016123404,1.8202302,0.0036895652,245.17,0.5076318,127,31750,8.740790661265482,3175000,0.034512002
114.02654194831848,0.8898444101214409,55893,0.038700286,-0.0016169285,1.8143053,0.004066999,241.15,0.5803032,128,32000,9.972382430350821,3200000,0.0422
114.82149839401245,0.9178054258227348,49793,0.03456663,-0.0013620881,1.8085306,0.0037023735,241.25,0.472756,129,32250,8.899773686933923,3225000,0.034064002
115.66399765014648,0.9212573394179344,42354,0.035069503,-0.0018103949,1.8035825,0.0036714259,235.8,0.5752884,130,32500,9.659734227389453,3250000,0.036616
116.59039664268494,0.9190022721886635,55241,0.030821435,-0.0013747916,1.7990732,0.0036889936,229.07,0.5681724,131,32750,8.557439388347543,3275000,0.036856003
117.38123750686646,0.9155716449022293,42297,0.037517797,-0.0011639502,1.7961092,0.0044874484,237.85,0.551507,132,33000,9.858740399399489,3300000,0.050375998
118.31319046020508,0.8941981121897697,56628,0.035365816,-0.0020600217,1.7945888,0.004878956,242.93,0.4428758,133,33250,8.913182258812885,3325000,0.054640003
119.09597826004028,0.9281640127301216,54250,0.033569977,-0.0024048244,1.7944444,0.0039632455,239.78,0.4450357,134,33500,8.69735168018522,3350000,0.040836
119.89731645584106,0.9060776382684708,46511,0.041843086,-0.0016331539,1.7921553,0.0031664805,241.36,0.5669868,135,33750,10.761888432397859,3375000,0.026295999
120.76950573921204,0.914064884185791,55577,0.037257925,-0.0022402285,1.787956,0.004461282,239.48,0.5015151,136,34000,9.77149977338181,3400000,0.049424
121.568044424057,0.8851177468895912,49535,0.03887108,-0.0011806113,1.7858818,0.0049859034,245.31,0.5286097,137,34250,9.668116969270319,3425000,0.056396
122.41534399986267,0.8812541291117668,48457,0.044314448,-0.001211702,1.7852256,0.0048468495,248.16,0.5878739,138,34500,11.206574981498187,3450000,0.056067996
123.27345967292786,0.9154104292392731,55854,0.035702277,-0.0014707398,1.7860773,0.004446865,247.94,0.41832462,139,34750,9.080791607228543,3475000,0.046528004
124.06813383102417,0.859244242310524,55940,0.032580063,-0.0016806221,1.788641,0.004098315,240.24,0.6686213,140,35000,8.772558326370673,3500000,0.04068
124.8529884815216,0.8965290263295174,53018,0.032775175,-0.0018475065,1.7892923,0.0035402998,239.84,0.5371781,141,35250,8.657932579268449,3525000,0.034192003
125.67320275306702,0.8821059539914131,56506,0.039162137,-0.0004948486,1.7878234,0.005574845,245.78,0.6122584,142,35500,10.07342175033319,3550000,0.06622
126.46368336677551,0.9148556888103485,55746,0.034679044,-0.0022478546,1.7841469,0.0037823294,241.15,0.4547183,143,35750,9.090151756959653,3575000,0.037748
127.253671169281,0.8912387788295746,56533,0.037717145,-0.0012442726,1.7794415,0.004446936,237.86,0.69968116,144,36000,10.0789103242203,3600000,0.047748
128.05269241333008,0.836089089512825,44132,0.040446594,-0.00062270777,1.7772928,0.003648455,246.66,0.7672782,145,36250,10.444194144467856,3625000,0.035228
128.95814847946167,0.9086678847670555,57516,0.039921295,-0.0018443612,1.7779671,0.0031128325,245.43,0.4998135,146,36500,10.230293141053297,3650000,0.027727997
129.73276948928833,0.9235143214464188,56396,0.034023155,-0.00046342783,1.7821686,0.006903124,237.69,0.48956412,147,36750,9.138242367144716,3675000,0.088727996
130.54545950889587,0.9028510749340057,49110,0.034845956,-0.0005192266,1.7831829,0.0051772343,239.96,0.5507603,148,37000,9.271794653387532,3700000,0.061284
131.4028115272522,0.9019006788730621,55394,0.03424526,-0.0013827455,1.7812798,0.0044667567,247.03,0.48306447,149,37250,8.80583647222305,3725000,0.046883997
132.21934247016907,0.8894132599234581,54452,0.03781364,-0.0017586276,1.7760595,0.003422406,244.18,0.57907146,150,37500,9.902796584100118,3750000,0.031551998
133.02388954162598,0.8600534498691559,47189,0.033800293,-0.0015895404,1.7693666,0.0027080216,238.66,0.7756877,151,37750,8.925252590802211,3775000,0.021248
133.8957896232605,0.9214640557765961,54801,0.035766087,-0.0023249707,1.7650391,0.0033729572,236.47,0.53003186,152,38000,9.441782669706384,3800000,0.031792
134.69414019584656,0.8995115160942078,50462,0.03941585,-0.002345313,1.7624422,0.004348443,235.92,0.7953074,153,38250,10.781515074412715,3825000,0.045416005
135.536691904068,0.9292714074254036,50565,0.033354793,-0.0017370854,1.7579762,0.0038819262,239.6,0.4283083,154,38500,8.90341622568153,3850000,0.038568
136.37610363960266,0.8704566359519958,40605,0.03500018,-0.00067983626,1.7546206,0.005298932,233.62,0.8005376,155,38750,9.372714880718517,3875000,0.063916005
137.32608222961426,0.8681783080101013,56198,0.037292697,-0.0015642857,1.7497879,0.004205136,237.02,0.7749914,156,39000,9.888250245484413,3900000,0.042552
138.1172490119934,0.9068968668580055,56849,0.038196016,-0.0009976197,1.7453674,0.003682861,236.78,0.61763984,157,39250,10.209018213002576,3925000,0.035708
138.9115912914276,0.8596663177013397,56403,0.038692325,-0.0010872746,1.7402506,0.004811614,244.46,0.7240261,158,39500,10.079313015033994,3950000,0.053708006
139.70419883728027,0.8683209121227264,42942,0.033410802,-0.0015614234,1.7358946,0.004341247,241.26,0.5463759,159,39750,8.564758382442175,3975000,0.044671997
140.62486362457275,0.9106137752532959,57523,0.037695013,-0.0025467235,1.730431,0.003632461,238.51,0.53106105,160,40000,9.786003328990214,4000000,0.035235997
141.40243887901306,0.8895229250192642,55689,0.034403622,-0.0016922553,1.7208754,0.0051148576,237.82,0.6316587,161,40250,9.355020894917944,4025000,0.057728004
